institution,flight,segment,granule,url
UTIG,2009.01.02,MCM_JKB1a_BYRD03a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_BYRD03a_000.nc
UTIG,2009.01.02,MCM_JKB1a_BYRD03a,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_BYRD03a_001.nc
UTIG,2009.01.02,MCM_JKB1a_BYRD03a,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_BYRD03a_002.nc
UTIG,2009.01.02,MCM_JKB1a_BYRD03b,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_BYRD03b_001.nc
UTIG,2009.01.02,MCM_JKB1a_BYRD03b,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_BYRD03b_002.nc
UTIG,2009.01.02,MCM_JKB1a_DGC02a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_DGC02a_000.nc
UTIG,2009.01.02,MCM_JKB1a_DGC02a,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_DGC02a_001.nc
UTIG,2009.01.02,MCM_JKB1a_DGT02a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_DGT02a_000.nc
UTIG,2009.01.02,MCM_JKB1a_DGT02a,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_DGT02a_001.nc
UTIG,2009.01.02,MCM_JKB1a_DGT03a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.02/IR1HI1B_2009002_MCM_JKB1a_DGT03a_000.nc
UTIG,2009.01.06,MCM_JKB1a_EDMC01a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_EDMC01a_000.nc
UTIG,2009.01.06,MCM_JKB1a_EDMC01a,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_EDMC01a_001.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_000.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_001.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_002.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_003.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_004.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_005.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_006.nc
UTIG,2009.01.06,MCM_JKB1a_WLKX01a,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.06/IR1HI1B_2009006_MCM_JKB1a_WLKX01a_007.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01a,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01a_000.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_000.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_001.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_002.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_003.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_004.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_005.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_006.nc
UTIG,2009.01.08,ICP1_JKB1a_F09T01b,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.08/IR1HI1B_2009008_ICP1_JKB1a_F09T01b_007.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_000.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_001.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_002.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_003.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_004.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_005.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_006.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_007.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_008.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_009.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ea,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ea_010.nc
UTIG,2009.01.11,ASB_JKB1a_R21Ta,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Ta_000.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_000.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_001.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_002.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_003.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_004.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_005.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_006.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_007.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_008.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_009.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_010.nc
UTIG,2009.01.11,ASB_JKB1a_R21Wa,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.11/IR1HI1B_2009011_ASB_JKB1a_R21Wa_011.nc
UTIG,2009.01.18,ASB_JKB1a_R11Ea,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Ea_000.nc
UTIG,2009.01.18,ASB_JKB1a_R11Ea,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Ea_001.nc
UTIG,2009.01.18,ASB_JKB1a_R11Ea,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Ea_002.nc
UTIG,2009.01.18,ASB_JKB1a_R11Ea,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Ea_003.nc
UTIG,2009.01.18,ASB_JKB1a_R11Ea,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Ea_004.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_000.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_001.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_002.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_003.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_004.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_005.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_006.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_007.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_008.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_009.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_010.nc
UTIG,2009.01.18,ASB_JKB1a_R11Wa,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.18/IR1HI1B_2009018_ASB_JKB1a_R11Wa_011.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_000.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_001.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_002.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_003.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_004.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_005.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_006.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_007.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_008.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_009.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_010.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ea,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ea_011.nc
UTIG,2009.01.19,ASB_JKB1a_R13Ta,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Ta_000.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_000.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_001.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_002.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_003.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_004.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_005.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_006.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_007.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_008.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_009.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_010.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_011.nc
UTIG,2009.01.19,ASB_JKB1a_R13Wa,012,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.19/IR1HI1B_2009019_ASB_JKB1a_R13Wa_012.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_000.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_001.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_002.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_003.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_004.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_005.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_006.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_007.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_008.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_009.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_010.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_011.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ea,012,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ea_012.nc
UTIG,2009.01.20,ASB_JKB1a_R09Ta,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Ta_000.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_000.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_001.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_002.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_003.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,004,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_004.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,005,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_005.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,006,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_006.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,007,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_007.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,008,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_008.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,009,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_009.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,010,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_010.nc
UTIG,2009.01.20,ASB_JKB1a_R09Wa,011,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.20/IR1HI1B_2009020_ASB_JKB1a_R09Wa_011.nc
UTIG,2009.01.22,ASB_JKB1a_R15Ea,000,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.22/IR1HI1B_2009022_ASB_JKB1a_R15Ea_000.nc
UTIG,2009.01.22,ASB_JKB1a_R15Ea,001,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.22/IR1HI1B_2009022_ASB_JKB1a_R15Ea_001.nc
UTIG,2009.01.22,ASB_JKB1a_R15Ea,002,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.22/IR1HI1B_2009022_ASB_JKB1a_R15Ea_002.nc
UTIG,2009.01.22,ASB_JKB1a_R15Ea,003,https://n5eil01u.ecs.nsidc.org/ICEBRIDGE/IR1HI1B.001/2009.01.22/IR1HI1B_2009022_ASB_JKB1a_R15Ea_003.nc
